Station Dauphin Island Hydrographic Data from jday 01 to 365
Metadata
Year: Year
Julian Day: Julian Day
Time: 24 hour clock Central Standard Time
Water Temperature: Water temperature measured in degrees celsius
Salinity: Salinity measured in psu
Dissolved Oxygen Percent: Dissolved oxygen measured in percent
Dissolved Oxygen mg/L: Dissolved oxygen measured in mg/L
Turbidity: Turbidity measured in FNU (availble for Bon Secour|Dauphin Island|Cedar Point)
Aggregate quality flag
0 or blank= quality not evaluated
1 = bad
2 = questionable/suspect
3 = good
 -9 = null value
stationid,yeardata,jday,timedata,watertemp1_avg,watertemp1Flag,sp_cond1_avg,salinity1_avg,salinity1Flag,dis_oxy1_avg,dis_oxy1Flag,dis_oxy2_avg,dis_oxy2Flag,depth1_avg,depth1Flag,turbidity1_avg,comments,
628,2022,4,930,14.8500004,3,25.9300003,15.8900003,3,97,3,8.89999962,3,1.72599995,3,7.73999977,,
628,2022,4,1000,14.9200001,3,24.3700008,14.8500004,3,96.5999985,3,8.90999985,3,1.73599994,3,7.13000011,,
628,2022,4,1030,14.9399996,3,24.1100006,14.6800003,3,95.5,3,8.81000042,3,1.70200002,3,6.82000017,,
628,2022,4,1100,14.7799997,3,21.5499992,12.9899998,3,96.6999969,3,9.05000019,3,1.71099997,3,7.44999981,,
628,2022,4,1130,14.8400002,3,22.0100002,13.29,3,97.4000015,3,9.07999992,3,1.71200001,3,7.46999979,,
628,2022,4,1200,14.8999996,3,21.1700001,12.7399998,3,98.1999969,3,9.18000031,3,1.75199997,3,8.89999962,,
628,2022,4,1230,14.9700003,3,23.0300007,13.96,3,96.9000015,3,8.97000027,3,1.73500001,3,8.88000011,,
628,2022,4,1300,14.9700003,3,21.4899998,12.9499998,3,94.1999969,3,8.77999973,3,1.78799999,3,8.75,,
628,2022,4,1330,15.0500002,3,23.0699997,13.9899998,3,95.3000031,3,8.81000042,3,1.80499995,3,10.2700005,,
628,2022,4,1400,15.1300001,3,24.6499996,15.0299997,3,95.8000031,3,8.77999973,3,1.80900002,3,15.7299995,,
628,2022,4,1430,15.2799997,3,25.0400009,15.3000002,3,96.9000015,3,8.84000015,3,1.84599996,3,13.8500004,,
628,2022,4,1500,15.2700005,3,24.8799992,15.1899996,3,93.6999969,3,8.56000042,3,1.85800004,3,13.5100002,,
628,2022,4,1530,15.1999998,3,23.0400009,13.9700003,3,95.1999969,3,8.77999973,3,1.88699996,3,10.5299997,,
628,2022,4,1600,15.1400003,3,23.8899994,14.5299997,3,96.9000015,3,8.92000008,3,1.93700004,3,12.4300003,,
628,2022,4,1630,15.9099998,3,30.7199993,19.1299992,3,92.8000031,3,8.17000008,3,1.97099996,3,14.6300001,,
628,2022,4,1700,16.6000004,3,36.0900002,22.8400002,3,94.0999985,3,7.98999977,3,1.99199998,3,61.25,,
628,2022,4,1730,16.7299995,3,36.9900017,23.4799995,3,92.6999969,3,7.82000017,3,2.0309999,3,18.6299992,,
628,2022,4,1800,16.6499996,3,36.4900017,23.1200008,3,89.9000015,3,7.61000013,3,2.0940001,3,12.5500002,,
628,2022,4,1830,16.6200008,3,36.6199989,23.2099991,3,91.4000015,3,7.73999977,3,2.125,3,13.3599997,,
628,2022,4,1900,16.6200008,3,36.5900002,23.1900005,3,86.9000015,3,7.36000013,3,2.19799995,3,10.6400003,,
628,2022,4,1930,16.5699997,3,36.1800003,22.9099998,3,85.9000015,3,7.28999996,3,2.24499989,3,7.88000011,,
628,2022,4,2000,16.5799999,3,36.1399994,22.8799992,3,92.3000031,3,7.84000015,3,2.29399991,3,11.8900003,,
628,2022,4,2030,16.6100006,3,36.8499985,23.3799992,3,97.0999985,3,8.22000027,3,2.31699991,3,9.44999981,,
628,2022,4,2100,16.6000004,3,36.6800003,23.25,3,95.6999969,3,8.10999966,3,2.36299992,3,8.14999962,,
628,2022,4,2130,16.5900002,3,36.8100014,23.3400002,3,95.1999969,3,8.06000042,3,2.4059999,3,12.8800001,,
628,2022,4,2200,16.4699993,3,36.6199989,23.2199993,3,96.6999969,3,8.21000004,3,2.42700005,3,10.9700003,,
628,2022,4,2230,16.4699993,3,36.8300018,23.3600006,3,93.3000031,3,7.90999985,3,2.454,3,8.60999966,,
628,2022,4,2300,16.3299999,3,36.3199997,23,3,95.1999969,3,8.11999989,3,2.46000004,3,6.11000013,,
628,2022,4,2330,15.1099997,3,31.6200008,19.7399998,3,101.599998,3,9.06000042,3,2.46499991,3,6.63000011,,
628,2022,4,2400,13.8999996,3,27.4099998,16.8700008,3,105.599998,3,9.82999992,3,2.46799994,3,6.71000004,,
628,2022,5,30,13.9700003,3,27.4200001,16.8799992,3,104.599998,3,9.72000027,3,2.4519999,3,8.86999989,,
628,2022,5,100,13.8999996,3,27.1900005,16.7199993,3,104.300003,3,9.72000027,3,2.45000005,3,9.05000019,,
628,2022,5,130,13.8100004,3,26.7900009,16.4500008,3,104.5,3,9.77000046,3,2.42799997,3,5.71999979,,
628,2022,5,200,13.8299999,3,26.7299995,16.4099998,3,104.599998,3,9.77999973,3,2.39499998,3,5.03999996,,
628,2022,5,230,14,3,26.3799992,16.1800003,3,104.199997,3,9.71000004,3,2.37800002,3,6.88000011,,
628,2022,5,300,14.2399998,3,25.5100002,15.6000004,3,102.300003,3,9.52000046,3,2.33200002,3,8.39000034,,
628,2022,5,330,14.46,3,24.3500004,14.8299999,3,102.5,3,9.53999996,3,2.29900002,3,10.7299995,,
628,2022,5,400,14.4799995,3,24.5,14.9300003,3,102.800003,3,9.56000042,3,2.25999999,3,9.5,,
628,2022,5,430,14.4200001,3,24.4899998,14.9200001,3,100.400002,3,9.35999966,3,2.23699999,3,6.92000008,,
628,2022,5,500,14.29,3,24.4899998,14.9200001,3,99.5999985,3,9.31000042,3,2.19899988,3,6.17000008,,
628,2022,5,530,14.2200003,3,24.5300007,14.9499998,3,98.3000031,3,9.19999981,3,2.15400004,3,5.8499999,,
628,2022,5,600,14.1999998,3,24.5300007,14.9499998,3,96.9000015,3,9.06999969,3,2.11199999,3,4.94000006,,
628,2022,5,630,14.3400002,3,25.1800003,15.3800001,3,96.6999969,3,9,3,2.08400011,3,9,,
628,2022,5,700,14.29,3,25.0900002,15.3199997,3,94.9000015,3,8.84000015,3,2.06100011,3,9.27000046,,
628,2022,5,730,14.1800003,3,25.1299992,15.3500004,3,94.0999985,3,8.78999996,3,2.02399993,3,7.30999994,,
628,2022,5,800,14.0900002,3,24,14.5900002,3,98.1999969,3,9.22999954,3,1.98300004,3,4.82000017,,
628,2022,5,830,14.1400003,3,22.8700008,13.8500004,3,98.3000031,3,9.27000046,3,1.954,3,4.71000004,,
628,2022,5,900,14.1899996,3,21.3700008,12.8599997,3,100,3,9.47999954,3,1.93799996,3,4.32999992,,
628,2022,5,930,14.29,3,19.8099995,11.8500004,3,100.300003,3,9.55000019,3,1.91600001,3,5.11999989,,
628,2022,5,1000,14.3800001,3,18.6499996,11.1000004,3,99.8000031,3,9.52000046,3,1.91100001,3,4.88999987,,
628,2022,5,1030,14.46,3,17.7900009,10.5500002,3,99.6999969,3,9.52999973,3,1.89100003,3,4.38999987,,
628,2022,5,1100,14.5299997,3,16.7399998,9.86999989,3,99.3000031,3,9.52000046,3,1.88100004,3,5.32999992,,
628,2022,5,1130,14.5699997,3,16.3899994,9.64999962,3,99.9000015,3,9.57999992,3,1.88399994,3,5.38999987,,
628,2022,5,1200,14.6099997,3,16.0799999,9.44999981,3,100.599998,3,9.65999985,3,1.87899995,3,5.36999989,,
628,2022,5,1230,14.6999998,3,15.8699999,9.31999969,3,100.599998,3,9.64000034,3,1.903,3,4.86000013,,
628,2022,5,1300,14.6400003,3,16.9400005,10,3,99,3,9.46000004,3,1.90799999,3,7.01000023,,
628,2022,5,1330,14.6899996,3,16.7900009,9.90999985,3,100.199997,3,9.56999969,3,1.92700005,3,5.9000001,,
628,2022,5,1400,14.6300001,3,18.1499996,10.7799997,3,99.6999969,3,9.47999954,3,1.93099999,3,21.8199997,,
628,2022,5,1430,14.6199999,3,20.4500008,12.2700005,3,96.6999969,3,9.11999989,3,1.949,3,8.76000023,,
628,2022,5,1500,14.6199999,3,20.6599998,12.3999996,3,98.5999985,3,9.28999996,3,1.977,3,9.78999996,,
628,2022,5,1530,14.6400003,3,20.7000008,12.4300003,3,98.0999985,3,9.22999954,3,2.00099993,3,8.94999981,,
628,2022,5,1600,14.6800003,3,20.2999992,12.1700001,3,100.199997,3,9.43999958,3,2.01900005,3,9.18999958,,
628,2022,5,1630,14.6899996,3,20.3700008,12.2200003,3,97.4000015,3,9.18000031,3,2.0539999,3,7.71000004,,
628,2022,5,1700,14.7799997,3,19.1800003,11.4399996,3,98.5999985,3,9.31000042,3,2.08699989,3,10.8599997,,
628,2022,5,1730,15.0600004,3,23.7299995,14.4200001,3,99.3000031,3,9.15999985,3,2.12299991,3,21.0200005,,
628,2022,5,1800,15.8100004,3,29.9099998,18.5799999,3,95.1999969,3,8.43000031,3,2.16100001,3,16.7000008,,
628,2022,5,1830,16.0499992,3,32.2099991,20.1499996,3,92.3000031,3,8.05000019,3,2.17600012,3,36.5699997,,
628,2022,5,1900,16.1900005,3,33.8499985,21.2800007,3,91.1999969,3,7.88000011,3,2.21300006,3,6.48999977,,
628,2022,5,1930,16.3099995,3,34.6899986,21.8700008,3,91.4000015,3,7.8499999,3,2.25300002,3,4.23999977,,
628,2022,5,2000,16.3600006,3,35.1800003,22.2099991,3,91.4000015,3,7.82000017,3,2.3039999,3,4.55999994,,
628,2022,5,2030,16.3899994,3,35.4700012,22.4099998,3,92.4000015,3,7.9000001,3,2.33400011,3,4.32999992,,
628,2022,5,2100,16.4500008,3,35.8699989,22.6900005,3,88.5999985,3,7.55000019,3,2.37800002,3,3.99000001,,
628,2022,5,2130,16.5100002,3,36.3300018,23.0100002,3,90.1999969,3,7.65999985,3,2.4000001,3,4.38000011,,
628,2022,5,2200,16.5100002,3,36.3499985,23.0200005,3,90.9000015,3,7.71999979,3,2.4230001,3,9.01000023,,
628,2022,5,2230,16.5200005,3,36.4399986,23.0799999,3,92.6999969,3,7.86999989,3,2.43799996,3,6.46000004,,
628,2022,5,2300,16.3999996,3,35.3600006,22.3400002,3,93.9000015,3,8.02000046,3,2.45099998,3,4.48999977,,
628,2022,5,2330,16.1100006,3,33.75,21.2099991,3,95.8000031,3,8.28999996,3,2.48000002,3,4.63999987,,
628,2022,5,2400,15.1499996,3,26.1900005,16.0599995,3,99.6999969,3,9.09000015,3,2.47300005,3,5.57999992,,
628,2022,6,30,15.0500002,3,25.9200001,15.8800001,3,101.900002,3,9.31000042,3,2.48200011,3,4.01999998,,
628,2022,6,100,14.79,3,24.8799992,15.1899996,3,104,3,9.60000038,3,2.47600007,3,7.71000004,,
628,2022,6,130,14.9099998,3,25.7299995,15.75,3,102.5,3,9.39999962,3,2.48300004,3,5.78000021,,
628,2022,6,200,14.6800003,3,24.5599995,14.9700003,3,103.900002,3,9.63000011,3,2.44799995,3,3.75,,
628,2022,6,230,14.7700005,3,25.5799999,15.6499996,3,102.800003,3,9.46000004,3,2.45900011,3,4.94999981,,
628,2022,6,300,14.6599998,3,24.1200008,14.6800003,3,103.5,3,9.60000038,3,2.41799998,3,4.96000004,,
628,2022,6,330,14.6499996,3,22.8500004,13.8400002,3,102.900002,3,9.60000038,3,2.38499999,3,4.71999979,,
628,2022,6,400,14.6899996,3,22.0400009,13.3100004,3,101,3,9.44999981,3,2.34500003,3,5.76000023,,
628,2022,6,430,14.7399998,3,20.6900005,12.4200001,3,97.8000031,3,9.18999958,3,2.32299995,3,8.93000031,,
628,2022,6,500,14.8299999,3,21.6100006,13.0299997,3,97.8000031,3,9.14000034,3,2.29299998,3,16.8600006,,
628,2022,6,530,14.6899996,3,20.5499992,12.3299999,3,95.9000015,3,9.02000046,3,2.26600003,3,13.4200001,,
628,2022,6,600,14.6999998,3,20.8700008,12.54,3,94.4000015,3,8.86999989,3,2.2349999,3,8.88000011,,
628,2022,6,630,14.6599998,3,20.4200001,12.25,3,95.4000015,3,8.98999977,3,2.204,3,11.71,,
628,2022,6,700,14.6400003,3,20.1399994,12.0600004,3,90.6999969,3,8.55000019,3,2.18000007,3,8.52999973,,
628,2022,6,730,14.5799999,3,19.2099991,11.46,3,92.4000015,3,8.76000023,3,2.15300012,3,4.19999981,,
628,2022,6,800,14.4899998,3,18.6200008,11.0799999,3,97.8000031,3,9.31999969,3,2.1329999,3,4.09000015,,
628,2022,6,830,14.4899998,3,18.3700008,10.9200001,3,98.4000015,3,9.38000011,3,2.1170001,3,3.66000009,,
628,2022,6,900,14.5299997,3,18.4200001,10.9499998,3,98.5999985,3,9.39000034,3,2.06999993,3,2.9000001,,
628,2022,6,930,14.5799999,3,18.3899994,10.9300003,3,98.8000031,3,9.39999962,3,2.05200005,3,3.69000006,,
628,2022,6,1000,14.6800003,3,17.2399998,10.1899996,3,96.1999969,3,9.17000008,3,2.01999998,3,3.3599999,,
628,2022,6,1030,14.79,3,15.5299997,9.10000038,3,96.0999985,3,9.19999981,3,2.03699994,3,2.33999991,,
628,2022,6,1100,14.8199997,3,15.5100002,9.09000015,3,96,3,9.18999958,3,2.01999998,3,2.99000001,,
628,2022,6,1130,14.9799995,3,15.25,8.93000031,3,98.5,3,9.40999985,3,2.02699995,3,3.99000001,,
628,2022,6,1200,14.8800001,3,14.6499996,8.55000019,3,99.5,3,9.53999996,3,2.01900005,3,3.18000007,,
628,2022,6,1230,15.0699997,3,14.7200003,8.59000015,3,102.800003,3,9.81999969,3,2.046,3,2.6500001,,
628,2022,6,1300,14.8699999,3,15.5,9.07999992,3,101.800003,3,9.73999977,3,2.05500007,3,3.28999996,,
628,2022,6,1330,14.8299999,3,16.3099995,9.60000038,3,100.5,3,9.59000015,3,2.0710001,3,2.3599999,,
628,2022,6,1400,14.9799995,3,15.71,9.22000027,3,102.300003,3,9.75,3,2.08599997,3,3.00999999,,
628,2022,6,1430,15.1199999,3,15.5100002,9.09000015,3,100.199997,3,9.53999996,3,2.09500003,3,2.69000006,,
628,2022,6,1500,15.1800003,3,15.5500002,9.11999989,3,101.199997,3,9.60999966,3,2.10299993,3,4.38999987,,
628,2022,6,1530,15.3500004,3,16.1100006,9.47000027,3,104.900002,3,9.90999985,3,2.11500001,3,8.63000011,,
628,2022,6,1600,15.3199997,3,16.3899994,9.64999962,3,103.199997,3,9.73999977,3,2.11899996,3,7.21000004,,
628,2022,6,1630,15.3800001,3,18.4099998,10.9499998,3,101.900002,3,9.52999973,3,2.15100002,3,9.72999954,,
628,2022,6,1700,15.3500004,3,18.7999992,11.1999998,3,99.9000015,3,9.34000015,3,2.15499997,3,9.56000042,,
628,2022,6,1730,15.3599997,3,18.7600002,11.1700001,3,101.699997,3,9.5,3,2.19199991,3,21.0599995,,
628,2022,6,1800,15.3500004,3,19.1900005,11.4499998,3,98.3000031,3,9.17000008,3,2.19499993,3,9.34000015,,
628,2022,6,1830,15.3500004,3,19.1000004,11.3900003,3,99.6999969,3,9.31000042,3,2.21099997,3,7.90999985,,
628,2022,6,1900,15.3500004,3,18.6900005,11.1300001,3,98.5,3,9.21000004,3,2.25399995,3,6.30000019,,
628,2022,6,1930,15.3699999,3,19.4599991,11.6300001,3,102.5,3,9.55000019,3,2.25200009,3,8.81999969,,
628,2022,6,2000,15.4499998,3,19.4500008,11.6199999,3,102.699997,3,9.55000019,3,2.29999995,3,6.05999994,,
628,2022,6,2030,15.9099998,3,18.9500008,11.3000002,3,108,3,9.97999954,3,2.32599998,3,5.67999983,,
628,2022,6,2100,16.0200005,3,18.3400002,10.8999996,3,108.599998,3,10.0299997,3,2.39400005,3,7.48999977,,
628,2022,6,2130,16.1499996,3,18.0799999,10.7299995,3,108.5,3,10,3,2.38400006,3,14.8500004,,
628,2022,6,2200,16.1299992,3,18.3600006,10.9099998,3,108.300003,3,9.97999954,3,2.40499997,3,16.1399994,,
628,2022,6,2230,16.0799999,3,18.3799992,10.9300003,3,107.800003,3,9.93999958,3,2.42600012,3,10.25,,
628,2022,6,2300,15.9499998,3,17.8700008,10.6000004,3,106.400002,3,9.85000038,3,2.39599991,3,12.4399996,,
628,2022,6,2330,15.6899996,3,16.9099998,9.97999954,3,105.800003,3,9.89000034,3,2.36100006,3,10.3599997,,
628,2022,6,2400,15.4899998,3,16.5,9.72000027,3,104.400002,3,9.81999969,3,2.32800007,3,19.0699997,,
628,2022,7,30,15.21,3,16.0100002,9.40999985,3,102.699997,3,9.72999954,3,2.27800012,3,17.2299995,,
628,2022,7,100,15.0100002,3,15.9099998,9.34000015,3,101.300003,3,9.64000034,3,2.23900008,3,15.25,,
628,2022,7,130,14.3000002,3,15.4200001,9.02999973,3,100,3,9.68000031,3,2.24099994,3,18.3600006,,
628,2022,7,200,14.1800003,3,15.3400002,8.97999954,3,99.3000031,3,9.64000034,3,2.24900007,3,16.4599991,,
628,2022,7,230,14.2299995,3,15.3400002,8.97999954,3,98.9000015,3,9.59000015,3,2.23399997,3,13.6099997,,
628,2022,7,300,13.9300003,3,15.4099998,9.02000046,3,98.5,3,9.61999989,3,2.22399998,3,13.9300003,,
628,2022,7,330,13.7399998,3,15.4200001,9.02999973,3,98.5999985,3,9.65999985,3,2.21199989,3,15.79,,
628,2022,7,400,13.79,3,15.4099998,9.02999973,3,97.9000015,3,9.59000015,3,2.2190001,3,15.8999996,,
628,2022,7,430,13.8699999,3,15.46,9.06000042,3,98.0999985,3,9.59000015,3,2.19799995,3,13.0100002,,
628,2022,7,500,13.8900003,3,15.54,9.10999966,3,98,3,9.56999969,3,2.16400003,3,13.1400003,,
628,2022,7,530,13.9200001,3,15.6800003,9.19999981,3,97.9000015,3,9.53999996,3,2.16000009,3,13.3400002,,
628,2022,7,600,13.8800001,3,15.7399998,9.22999954,3,97.5,3,9.52000046,3,2.15499997,3,17.5599995,,
628,2022,7,630,13.6899996,3,15.6999998,9.21000004,3,97.3000031,3,9.53999996,3,2.0940001,3,14.5699997,,
628,2022,7,700,13.5200005,3,15.6800003,9.18999958,3,97.0999985,3,9.55000019,3,2.09599996,3,14.1599998,,
628,2022,7,730,13.4499998,3,15.6899996,9.19999981,3,97,3,9.56000042,3,2.08200002,3,13.21,,
628,2022,7,800,12.8000002,3,15.5500002,9.10999966,3,97.9000015,3,9.78999996,3,2.09299994,3,17.5900002,,
628,2022,7,830,12.9399996,3,15.6099997,9.14999962,3,97.5999985,3,9.72999954,3,2.09200001,3,19.1100006,,
628,2022,7,900,13.1599998,3,15.7299995,9.22000027,3,97.4000015,3,9.64999962,3,2.06699991,3,19.1399994,,
628,2022,7,930,13.1199999,3,15.8199997,9.27999973,3,98.1999969,3,9.73999977,3,2.04900002,3,18.25,,
628,2022,7,1000,13.5100002,3,16.5499992,9.75,3,97.8000031,3,9.59000015,3,2.03500009,3,21.5699997,,
628,2022,7,1030,13.8800001,3,18.1000004,10.7399998,3,97.8000031,3,9.44999981,3,2.03900003,3,18.5400009,,
628,2022,7,1100,13.8900003,3,17.9200001,10.6300001,3,97.9000015,3,9.47000027,3,2.03500009,3,14.9399996,,
628,2022,7,1130,13.9499998,3,18.4899998,10.9899998,3,98.5,3,9.48999977,3,2.04200006,3,24.9699993,,
628,2022,7,1200,14.1700001,3,19.7900009,11.8400002,3,98.3000031,3,9.38000011,3,1.94099998,3,23.0599995,,
628,2022,7,1230,14.2600002,3,20.5400009,12.3199997,3,97.3000031,3,9.23999977,3,2.0480001,3,43.7700005,,
628,2022,7,1300,14.1800003,3,19.5599995,11.6899996,3,99.6999969,3,9.52000046,3,2.05999994,3,14.04,,
628,2022,7,1330,14.3100004,3,20.7299995,12.4499998,3,97.3000031,3,9.22999954,3,2.08800006,3,79.0100021,,
628,2022,7,1400,14.3500004,3,20.8899994,12.5500002,3,97.5999985,3,9.23999977,3,2.11299992,3,31.5,,
628,2022,7,1430,14.4099998,3,21.1100006,12.6999998,3,97.9000015,3,9.25,3,2.125,3,17.4699993,,
628,2022,7,1500,14.46,3,21.5,12.9499998,3,96.6999969,3,9.10999966,3,2.13400006,3,37.0900002,,
628,2022,7,1530,14.4200001,3,21.1200008,12.6999998,3,97.0999985,3,9.17000008,3,2.14499998,3,28.9799995,,
628,2022,7,1600,14.4399996,3,21.1900005,12.75,3,97.1999969,3,9.17000008,3,2.15499997,3,35.3199997,,
628,2022,7,1630,14.4300003,3,21.1000004,12.6899996,3,97.1999969,3,9.18000031,3,2.16599989,3,18.4699993,,
628,2022,7,1700,14.1700001,3,19.6299992,11.7299995,3,98.1999969,3,9.38000011,3,2.18700004,3,10.8400002,,
628,2022,7,1730,14.1999998,3,19.5300007,11.6700001,3,98.6999969,3,9.42000008,3,2.19400001,3,8.73999977,,
628,2022,7,1800,14.0600004,3,18.2299995,10.8199997,3,101.5,3,9.77000046,3,2.21399999,3,7.67000008,,
628,2022,7,1830,14.04,3,17.5300007,10.3699999,3,103.599998,3,10,3,2.21600008,3,5.92000008,,
628,2022,7,1900,14.0500002,3,17.5400009,10.3800001,3,103.900002,3,10.0299997,3,2.22300005,3,7.40999985,,
628,2022,7,1930,14.0299997,3,17.1100006,10.1099997,3,104.900002,3,10.1400003,3,2.23099995,3,5.76999998,,
628,2022,7,2000,14.04,3,17.1700001,10.1499996,3,103.400002,3,10,3,2.25,3,5.92000008,,
628,2022,7,2030,13.96,3,16.8400002,9.93000031,3,103.300003,3,10.0200005,3,2.25200009,3,5.17000008,,
628,2022,7,2100,13.8299999,3,16.6200008,9.80000019,3,102.800003,3,10.0100002,3,2.24399996,3,5.57999992,,
